Hour;Minutes;Day;Month;Year;Timestamp [ms]
23;50;14;10;2019;3941
23;50;14;10;2019;3961
23;50;14;10;2019;3965
23;50;14;10;2019;3977
23;50;14;10;2019;4001
23;50;14;10;2019;4013
23;50;14;10;2019;4037
23;50;14;10;2019;4049
23;50;14;10;2019;4073
23;50;14;10;2019;4085
23;50;14;10;2019;4109
23;50;14;10;2019;4121
23;50;14;10;2019;4145
23;50;14;10;2019;4157
23;50;14;10;2019;4171
23;50;14;10;2019;4181
23;50;14;10;2019;4193
23;50;14;10;2019;4205
23;50;14;10;2019;4217
23;50;14;10;2019;4239
23;50;14;10;2019;4241
23;50;14;10;2019;4253
23;50;14;10;2019;4273
23;50;14;10;2019;4277
23;50;14;10;2019;4289
23;50;14;10;2019;4313
23;50;14;10;2019;4325
23;50;14;10;2019;4349
23;50;14;10;2019;4361
23;50;14;10;2019;4375
23;50;14;10;2019;4385
23;50;14;10;2019;4397
23;50;14;10;2019;4410
23;50;14;10;2019;4421
23;50;14;10;2019;4443
23;50;14;10;2019;4445
23;50;14;10;2019;4457
23;50;14;10;2019;4477
23;50;14;10;2019;4481
23;50;14;10;2019;4493
23;50;14;10;2019;4518
23;50;14;10;2019;4530
23;50;14;10;2019;4554
23;50;14;10;2019;4566
23;50;14;10;2019;4590
23;50;14;10;2019;4602
23;50;14;10;2019;4626
23;50;14;10;2019;4638
23;50;14;10;2019;4652
23;50;14;10;2019;4662
23;50;14;10;2019;4674
23;50;14;10;2019;4686
23;50;14;10;2019;4698
23;50;14;10;2019;4719
23;50;14;10;2019;4722
23;50;14;10;2019;4734
23;50;14;10;2019;4754
23;50;14;10;2019;4758
23;50;14;10;2019;4770
23;50;14;10;2019;4794
23;50;14;10;2019;4806
23;50;14;10;2019;4830
23;50;14;10;2019;4842
23;50;14;10;2019;4866
23;50;14;10;2019;4878
23;50;14;10;2019;4892
23;50;14;10;2019;4902
23;50;14;10;2019;4914
23;50;14;10;2019;4926
23;50;14;10;2019;4938
23;50;14;10;2019;4959
23;50;14;10;2019;4962
23;50;14;10;2019;4974
23;50;14;10;2019;4995
23;50;14;10;2019;4998
23;50;14;10;2019;5010
23;50;14;10;2019;5030
23;50;14;10;2019;5034
23;50;14;10;2019;5046
23;50;14;10;2019;5070
23;50;14;10;2019;5082
23;50;14;10;2019;5106
23;50;14;10;2019;5118
23;50;14;10;2019;5142
23;50;14;10;2019;5154
23;50;14;10;2019;5178
23;50;14;10;2019;5190
23;50;14;10;2019;5205
23;50;14;10;2019;5214
23;50;14;10;2019;5226
23;50;14;10;2019;5239
23;50;14;10;2019;5251
23;50;14;10;2019;5272
23;50;14;10;2019;5275
23;50;14;10;2019;5287
23;50;14;10;2019;5306
23;50;14;10;2019;5311
23;50;14;10;2019;5323
23;50;14;10;2019;5347
23;50;14;10;2019;5359
23;50;14;10;2019;5383
23;50;14;10;2019;5395
23;50;14;10;2019;5409
23;50;14;10;2019;5419
23;50;14;10;2019;5431
23;50;14;10;2019;5443
23;50;14;10;2019;5455
23;50;14;10;2019;5476
23;50;14;10;2019;5479
23;50;14;10;2019;5491
23;50;14;10;2019;5512
23;50;14;10;2019;5515
23;50;14;10;2019;5527
23;50;14;10;2019;5547
23;50;14;10;2019;5551
23;50;14;10;2019;5563
23;50;14;10;2019;5587
23;50;14;10;2019;5599
23;50;14;10;2019;5623
23;50;14;10;2019;5635
23;50;14;10;2019;5649
23;50;14;10;2019;5659
23;50;14;10;2019;5671
23;50;14;10;2019;5695
23;50;14;10;2019;5707
23;50;14;10;2019;5721
23;50;14;10;2019;5731
23;50;14;10;2019;5743
23;50;14;10;2019;5756
23;50;14;10;2019;5767
23;50;14;10;2019;5789
23;50;14;10;2019;5791
23;50;14;10;2019;5803
23;50;14;10;2019;5823
23;50;14;10;2019;5827
23;50;14;10;2019;5839
23;50;14;10;2019;5863
23;50;14;10;2019;5875
23;50;14;10;2019;5899
23;50;14;10;2019;5911
23;50;14;10;2019;5925
23;50;14;10;2019;5935
23;50;14;10;2019;5947
23;50;14;10;2019;5960
23;50;14;10;2019;5971
23;50;14;10;2019;5993
23;50;14;10;2019;5995
23;50;14;10;2019;6007
23;50;14;10;2019;6027
23;50;14;10;2019;6031
23;50;14;10;2019;6043
23;50;14;10;2019;6067
23;50;14;10;2019;6079
23;50;14;10;2019;6103
23;50;14;10;2019;6115
23;50;14;10;2019;6130
23;50;14;10;2019;6139
23;50;14;10;2019;6151
23;50;14;10;2019;6164
23;50;14;10;2019;6176
23;50;14;10;2019;6198
23;50;14;10;2019;6200
23;50;14;10;2019;6212
23;50;14;10;2019;6237
23;50;14;10;2019;6238
23;50;14;10;2019;6248
23;50;14;10;2019;6260
23;50;14;10;2019;6272
23;50;14;10;2019;6284
23;50;14;10;2019;6305
23;50;14;10;2019;6308
23;50;14;10;2019;6320
23;50;14;10;2019;6339
23;50;14;10;2019;6344
23;50;14;10;2019;6356
23;50;14;10;2019;6380
23;50;14;10;2019;6392
23;50;14;10;2019;6416
23;50;14;10;2019;6428
23;50;14;10;2019;6442
23;50;14;10;2019;6452
23;50;14;10;2019;6464
23;50;14;10;2019;6476
23;50;14;10;2019;6488
23;50;14;10;2019;6509
23;50;14;10;2019;6512
23;50;14;10;2019;6524
23;50;14;10;2019;6544
23;50;14;10;2019;6548
23;50;14;10;2019;6560
23;50;14;10;2019;6584
23;50;14;10;2019;6596
23;50;14;10;2019;6620
23;50;14;10;2019;6632
23;50;14;10;2019;6646
23;50;14;10;2019;6656
23;50;14;10;2019;6668
23;50;14;10;2019;6680
23;50;14;10;2019;6692
23;50;14;10;2019;6714
23;50;14;10;2019;6716
23;50;14;10;2019;6728
23;50;14;10;2019;6748
23;50;14;10;2019;6752
23;50;14;10;2019;6764
23;50;14;10;2019;6788
23;50;14;10;2019;6800
23;50;14;10;2019;6820
23;50;14;10;2019;6824
23;50;14;10;2019;6836
23;50;14;10;2019;6860
23;50;14;10;2019;6872
23;50;14;10;2019;6896
23;50;14;10;2019;6908
23;50;14;10;2019;6932
23;50;14;10;2019;6944
23;50;14;10;2019;6958
23;50;14;10;2019;6968
23;50;14;10;2019;6980
23;50;14;10;2019;6993
23;50;14;10;2019;7004
23;50;14;10;2019;7026
23;50;14;10;2019;7028
23;50;14;10;2019;7040
23;50;14;10;2019;7060
23;50;14;10;2019;7064
23;50;14;10;2019;7076
23;50;14;10;2019;7100
23;50;14;10;2019;7112
23;50;14;10;2019;7136
23;50;14;10;2019;7148
23;50;14;10;2019;7163
23;50;14;10;2019;7172
23;50;14;10;2019;7185
23;50;14;10;2019;7197
23;50;14;10;2019;7209
23;50;14;10;2019;7230
23;50;14;10;2019;7233
23;50;14;10;2019;7245
23;50;14;10;2019;7264
23;50;14;10;2019;7269
23;50;14;10;2019;7281
23;50;14;10;2019;7305
23;50;14;10;2019;7317
23;50;14;10;2019;7341
23;50;14;10;2019;7353
23;50;14;10;2019;7377
23;50;14;10;2019;7389
23;50;14;10;2019;7413
23;50;14;10;2019;7425
23;50;14;10;2019;7439
23;50;14;10;2019;7449
23;50;14;10;2019;7461
23;50;14;10;2019;7473
23;50;14;10;2019;7485
23;50;14;10;2019;7507
23;50;14;10;2019;7509
23;50;14;10;2019;7521
23;50;14;10;2019;7541
23;50;14;10;2019;7545
23;50;14;10;2019;7557
23;50;14;10;2019;7581
23;50;14;10;2019;7593
23;50;14;10;2019;7617
23;50;14;10;2019;7629
23;50;14;10;2019;7653
23;50;14;10;2019;7665
23;50;14;10;2019;7679
23;50;14;10;2019;7689
23;50;14;10;2019;7701
23;50;14;10;2019;7714
23;50;14;10;2019;7725
23;50;14;10;2019;7747
23;50;14;10;2019;7749
23;50;14;10;2019;7761
23;50;14;10;2019;7781
23;50;14;10;2019;7785
23;50;14;10;2019;7797
23;50;14;10;2019;7821
23;50;14;10;2019;7833
23;50;14;10;2019;7857
23;50;14;10;2019;7869
23;50;14;10;2019;7893
23;50;14;10;2019;7906
23;50;14;10;2019;7930
23;50;14;10;2019;7942
23;50;14;10;2019;7956
23;50;14;10;2019;7966
23;50;14;10;2019;7978
23;50;14;10;2019;7990
23;50;14;10;2019;8002
23;50;14;10;2019;8023
23;50;14;10;2019;8026
23;50;14;10;2019;8038
23;50;14;10;2019;8058
23;50;14;10;2019;8062
23;50;14;10;2019;8074
23;50;14;10;2019;8098
23;50;14;10;2019;8110
23;50;14;10;2019;8134
23;50;14;10;2019;8146
23;50;14;10;2019;8160
23;50;14;10;2019;8170
23;50;14;10;2019;8182
23;50;14;10;2019;8195
23;50;14;10;2019;8206
23;50;14;10;2019;8228
23;50;14;10;2019;8230
23;50;14;10;2019;8242
23;50;14;10;2019;8262
23;50;14;10;2019;8266
23;50;14;10;2019;8278
23;50;14;10;2019;8302
23;50;14;10;2019;8314
23;50;14;10;2019;8338
23;50;14;10;2019;8350
23;50;14;10;2019;8374
23;50;14;10;2019;8386
23;50;14;10;2019;8400
23;50;14;10;2019;8410
23;50;14;10;2019;8422
23;50;14;10;2019;8446
23;50;14;10;2019;8458
23;50;14;10;2019;8472
23;50;14;10;2019;8482
23;50;14;10;2019;8494
23;50;14;10;2019;8507
23;50;14;10;2019;8518
23;50;14;10;2019;8540
23;50;14;10;2019;8543
23;50;14;10;2019;8555
23;50;14;10;2019;8574
23;50;14;10;2019;8579
23;50;14;10;2019;8591
23;50;14;10;2019;8615
23;50;14;10;2019;8627
23;50;14;10;2019;8651
23;50;14;10;2019;8663
23;50;14;10;2019;8677
23;50;14;10;2019;8687
23;50;14;10;2019;8699
23;50;14;10;2019;8711
23;50;14;10;2019;8723
23;50;14;10;2019;8744
23;50;14;10;2019;8747
23;50;14;10;2019;8759
23;50;14;10;2019;8779
23;50;14;10;2019;8783
23;50;14;10;2019;8795
23;50;14;10;2019;8819
23;50;14;10;2019;8831
23;50;14;10;2019;8855
23;50;14;10;2019;8867
23;50;14;10;2019;8881
23;50;14;10;2019;8891
23;50;14;10;2019;8903
23;50;14;10;2019;8916
23;50;14;10;2019;8927
23;50;14;10;2019;8949
23;50;14;10;2019;8951
23;50;14;10;2019;8963
23;50;14;10;2019;8988
23;50;14;10;2019;8989
23;50;14;10;2019;8999
23;50;14;10;2019;9011
23;50;14;10;2019;9024
23;50;14;10;2019;9035
23;50;14;10;2019;9057
23;50;14;10;2019;9059
23;50;14;10;2019;9071
23;50;14;10;2019;9091
23;50;14;10;2019;9095
23;50;14;10;2019;9107
23;50;14;10;2019;9132
23;50;14;10;2019;9144
23;50;14;10;2019;9168
23;50;14;10;2019;9180
23;50;14;10;2019;9194
23;50;14;10;2019;9204
23;50;14;10;2019;9216
23;50;14;10;2019;9228
23;50;14;10;2019;9240
23;50;14;10;2019;9259
23;50;14;10;2019;9264
23;50;14;10;2019;9276
23;50;14;10;2019;9300
23;50;14;10;2019;9312
23;50;14;10;2019;9336
23;50;14;10;2019;9348
23;50;14;10;2019;9362
23;50;14;10;2019;9372
23;50;14;10;2019;9384
23;50;14;10;2019;9396
23;50;14;10;2019;9408
23;50;14;10;2019;9430
23;50;14;10;2019;9432
23;50;14;10;2019;9444
23;50;14;10;2019;9464
23;50;14;10;2019;9468
23;50;14;10;2019;9480
23;50;14;10;2019;9504
23;50;14;10;2019;9516
23;50;14;10;2019;9540
23;50;14;10;2019;9552
23;50;14;10;2019;9576
23;50;14;10;2019;9588
23;50;14;10;2019;9612
23;50;14;10;2019;9624
23;50;14;10;2019;9638
23;50;14;10;2019;9648
23;50;14;10;2019;9660
23;50;14;10;2019;9674
23;50;14;10;2019;9684
23;50;14;10;2019;9696
23;50;14;10;2019;9709
23;50;14;10;2019;9720
23;50;14;10;2019;9742
23;50;14;10;2019;9744
23;50;14;10;2019;9756
23;50;14;10;2019;9776
23;50;14;10;2019;9780
23;50;14;10;2019;9792
23;50;14;10;2019;9817
23;50;14;10;2019;9829
23;50;14;10;2019;9853
23;50;14;10;2019;9865
23;50;14;10;2019;9879
23;50;14;10;2019;9889
23;50;14;10;2019;9901
23;50;14;10;2019;9913
23;50;14;10;2019;9925
23;50;14;10;2019;9946
23;50;14;10;2019;9949
23;50;14;10;2019;9961
23;50;14;10;2019;9981
23;50;14;10;2019;9985
23;50;14;10;2019;9997
23;50;14;10;2019;10021
23;50;14;10;2019;10033
23;50;14;10;2019;10057
23;50;14;10;2019;10069
23;50;14;10;2019;10083
23;50;14;10;2019;10093
23;50;14;10;2019;10105
23;50;14;10;2019;10129
23;50;14;10;2019;10141
23;50;14;10;2019;10155
23;50;14;10;2019;10165
23;50;14;10;2019;10177
23;50;14;10;2019;10189
23;50;14;10;2019;10201
23;50;14;10;2019;10223
23;50;14;10;2019;10225
23;50;14;10;2019;10237
23;50;14;10;2019;10257
23;50;14;10;2019;10261
23;50;14;10;2019;10273
23;50;14;10;2019;10297
23;50;14;10;2019;10309
23;50;14;10;2019;10333
23;50;14;10;2019;10345
23;50;14;10;2019;10369
23;50;14;10;2019;10381
23;50;14;10;2019;10405
23;50;14;10;2019;10417
23;50;14;10;2019;10432
23;50;14;10;2019;10441
23;50;14;10;2019;10453
23;50;14;10;2019;10466
23;50;14;10;2019;10478
23;50;14;10;2019;10499
23;50;14;10;2019;10502
23;50;14;10;2019;10514
23;50;14;10;2019;10534
23;50;14;10;2019;10538
23;50;14;10;2019;10550
23;50;14;10;2019;10574
23;50;14;10;2019;10586
23;50;14;10;2019;10610
23;50;14;10;2019;10622
23;50;14;10;2019;10646
23;50;14;10;2019;10658
23;50;14;10;2019;10682
23;50;14;10;2019;10694
23;50;14;10;2019;10708
23;50;14;10;2019;10718
23;50;14;10;2019;10730
23;50;14;10;2019;10742
23;50;14;10;2019;10754
23;50;14;10;2019;10776
23;50;14;10;2019;10778
23;50;14;10;2019;10790
23;50;14;10;2019;10810
23;50;14;10;2019;10814
23;50;14;10;2019;10826
23;50;14;10;2019;10850
23;50;14;10;2019;10862
23;50;14;10;2019;10886
23;50;14;10;2019;10898
23;50;14;10;2019;10912
23;50;14;10;2019;10922
23;50;14;10;2019;10934
23;50;14;10;2019;10947
23;50;14;10;2019;10958
23;50;14;10;2019;10980
23;50;14;10;2019;10982
23;50;14;10;2019;10994
23;50;14;10;2019;11014
23;50;14;10;2019;11018
23;50;14;10;2019;11030
23;50;14;10;2019;11055
23;50;14;10;2019;11067
23;50;14;10;2019;11091
23;50;14;10;2019;11103
23;50;14;10;2019;11127
23;50;14;10;2019;11139
23;50;14;10;2019;11153
23;50;14;10;2019;11163
23;50;14;10;2019;11175
23;50;14;10;2019;11199
23;50;14;10;2019;11211
23;50;14;10;2019;11225
23;50;14;10;2019;11235
23;50;14;10;2019;11247
23;50;14;10;2019;11259
23;50;14;10;2019;11271
23;50;14;10;2019;11293
23;50;14;10;2019;11295
23;50;14;10;2019;11307
23;50;14;10;2019;11327
23;50;14;10;2019;11331
23;50;14;10;2019;11343
23;50;14;10;2019;11367
23;50;14;10;2019;11379
23;50;14;10;2019;11403
23;50;14;10;2019;11415
23;50;14;10;2019;11429
23;50;14;10;2019;11439
23;50;14;10;2019;11451
23;50;14;10;2019;11464
23;50;14;10;2019;11475
23;50;14;10;2019;11497
23;50;14;10;2019;11499
23;50;14;10;2019;11511
23;50;14;10;2019;11531
23;50;14;10;2019;11535
23;50;14;10;2019;11547
23;50;14;10;2019;11571
23;50;14;10;2019;11583
23;50;14;10;2019;11607
23;50;14;10;2019;11619
23;50;14;10;2019;11643
23;50;14;10;2019;11655
23;50;14;10;2019;11669
23;50;14;10;2019;11679
23;50;14;10;2019;11691
23;50;14;10;2019;11715
23;50;14;10;2019;11727
23;50;14;10;2019;11751
23;50;14;10;2019;11763
23;50;14;10;2019;11778
23;50;14;10;2019;11788
23;50;14;10;2019;11800
23;50;14;10;2019;11812
23;50;14;10;2019;11824
23;50;14;10;2019;11845
23;50;14;10;2019;11848
23;50;14;10;2019;11860
23;50;14;10;2019;11880
23;50;14;10;2019;11884
23;50;14;10;2019;11896
23;50;14;10;2019;11920
23;50;14;10;2019;11932
23;50;14;10;2019;11956
23;50;14;10;2019;11968
23;50;14;10;2019;11982
23;50;14;10;2019;11992
23;50;14;10;2019;12004
23;50;14;10;2019;12016
23;50;14;10;2019;12028
23;50;14;10;2019;12050
23;50;14;10;2019;12052
23;50;14;10;2019;12064
23;50;14;10;2019;12084
23;50;14;10;2019;12088
23;50;14;10;2019;12100
23;50;14;10;2019;12124
23;50;14;10;2019;12136
23;50;14;10;2019;12160
23;50;14;10;2019;12172
23;50;14;10;2019;12186
23;50;14;10;2019;12196
23;50;14;10;2019;12208
23;50;14;10;2019;12220
23;50;14;10;2019;12232
23;50;14;10;2019;12258
23;50;14;10;2019;12258
23;50;14;10;2019;12268
23;50;14;10;2019;12280
23;50;14;10;2019;12293
23;50;14;10;2019;12304
23;50;14;10;2019;12326
23;50;14;10;2019;12328
23;50;14;10;2019;12340
23;50;14;10;2019;12360
23;50;14;10;2019;12364
23;50;14;10;2019;12376
23;50;14;10;2019;12400
23;50;14;10;2019;12412
23;50;14;10;2019;12436
23;50;14;10;2019;12448
23;50;14;10;2019;12472
23;50;14;10;2019;12484
23;50;14;10;2019;12499
23;50;14;10;2019;12508
23;50;14;10;2019;12520
23;50;14;10;2019;12533
23;50;14;10;2019;12545
23;50;14;10;2019;12566
23;50;14;10;2019;12569
23;50;14;10;2019;12581
23;50;14;10;2019;12601
23;50;14;10;2019;12605
23;50;14;10;2019;12617
23;50;14;10;2019;12641
23;50;14;10;2019;12653
23;50;14;10;2019;12677
23;50;14;10;2019;12689
23;50;14;10;2019;12703
23;50;14;10;2019;12713
23;50;14;10;2019;12725
23;50;14;10;2019;12737
23;50;14;10;2019;12749
23;50;14;10;2019;12770
23;50;14;10;2019;12773
23;50;14;10;2019;12785
23;50;14;10;2019;12809
23;50;14;10;2019;12809
23;50;14;10;2019;12821
23;50;14;10;2019;12843
23;50;14;10;2019;12845
23;50;14;10;2019;12857
23;50;14;10;2019;12877
23;50;14;10;2019;12881
23;50;14;10;2019;12893
23;50;14;10;2019;12917
23;50;14;10;2019;12929
23;50;14;10;2019;12953
23;50;14;10;2019;12965
23;50;14;10;2019;12985
23;50;14;10;2019;12989
23;50;14;10;2019;13001
23;50;14;10;2019;13025
23;50;14;10;2019;13037
23;50;14;10;2019;13061
23;50;14;10;2019;13073
23;50;14;10;2019;13097
23;50;14;10;2019;13109
23;50;14;10;2019;13133
23;50;14;10;2019;13145
23;50;14;10;2019;13160
23;50;14;10;2019;13169
23;50;14;10;2019;13181
23;50;14;10;2019;13194
23;50;14;10;2019;13205
23;50;14;10;2019;13227
23;50;14;10;2019;13229
23;50;14;10;2019;13242
23;50;14;10;2019;13262
23;50;14;10;2019;13266
23;50;14;10;2019;13278
23;50;14;10;2019;13302
23;50;14;10;2019;13314
23;50;14;10;2019;13338
23;50;14;10;2019;13350
23;50;14;10;2019;13374
23;50;14;10;2019;13386
23;50;14;10;2019;13410
23;50;14;10;2019;13422
23;50;14;10;2019;13436
23;50;14;10;2019;13446
23;50;14;10;2019;13458
23;50;14;10;2019;13470
23;50;14;10;2019;13482
23;50;14;10;2019;13504
23;50;14;10;2019;13506
23;50;14;10;2019;13518
23;50;14;10;2019;13538
23;50;14;10;2019;13542
23;50;14;10;2019;13554
23;50;14;10;2019;13578
23;50;14;10;2019;13590
23;50;14;10;2019;13614
23;50;14;10;2019;13626
23;50;14;10;2019;13640
23;50;14;10;2019;13650
23;50;14;10;2019;13662
23;50;14;10;2019;13675
23;50;14;10;2019;13686
23;50;14;10;2019;13708
23;50;14;10;2019;13710
23;50;14;10;2019;13722
23;50;14;10;2019;13742
23;50;14;10;2019;13746
23;50;14;10;2019;13758
23;50;14;10;2019;13782
23;50;14;10;2019;13794
23;50;14;10;2019;13818
23;50;14;10;2019;13830
